"REF_DATE","GEO","DGUID","Household type including census family structure (11)","Household size (7)","Number of earners in household (6)","Ages of household members (18)","Household total income groups (22)","Year (2)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Nelson (CA), B.C.","2021S0504907","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","154.1.1.1.13.1.2","8265","","","","0"
"2021","Nelson (CA), B.C.","2021S0504907","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","154.1.1.1.13.22.1","74500","","","","0"
"2021","Nelson (CA), B.C.","2021S0504907","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","154.1.1.1.13.22.2","64000","","","","0"
"2021","Parksville (CA), B.C.","2021S0504939","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","155.1.1.1.1.1.1","14765","","","","0"
"2021","Parksville (CA), B.C.","2021S0504939","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","155.1.1.1.1.1.2","13750","","","","0"
"2021","Parksville (CA), B.C.","2021S0504939","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","155.1.1.1.1.22.1","73500","","","","0"
"2021","Parksville (CA), B.C.","2021S0504939","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","155.1.1.1.1.22.2","68000","","","","0"
"2021","Parksville (CA), B.C.","2021S0504939","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","155.1.1.1.7.1.1","14765","","","","0"
"2021","Parksville (CA), B.C.","2021S0504939","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","155.1.1.1.7.1.2","13750","","","","0"
"2021","Parksville (CA), B.C.","2021S0504939","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","155.1.1.1.7.22.1","73500","","","","0"
"2021","Parksville (CA), B.C.","2021S0504939","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","155.1.1.1.7.22.2","68000","","","","0"
"2021","Parksville (CA), B.C.","2021S0504939","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","155.1.1.1.13.1.1","14765","","","","0"
"2021","Parksville (CA), B.C.","2021S0504939","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","155.1.1.1.13.1.2","13750","","","","0"
"2021","Parksville (CA), B.C.","2021S0504939","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","155.1.1.1.13.22.1","73500","","","","0"
